證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"6541","泰福-KY","1262000","82492800","66.10","66.60","64.60","64.80","-1.7000","839"
"6552","易華電","142000","7577800","53.30","53.80","53.10","53.20","0.0000","100"
"6558","興能高","106000","3398250","32.00","32.30","31.95","32.15","0.0500","69"
"6573","虹揚-KY","250000","5682050","22.80","23.30","22.40","22.50","0.2500","163"
"6579","研揚","12000","800000","66.80","67.00","66.50","66.90","0.1000","9"
"6581","鋼聯","84000","6753000","80.50","80.50","80.30","80.50","0.2000","43"
"6582","申豐","105000","17220000","164.00","165.00","162.50","164.50","0.5000","90"
"6591","動力-KY","2298000","139344300","60.10","61.80","58.10","60.10","0.4000","1476"
"6592","和潤企業","228000","20707100","90.70","91.00","90.60","90.80","0.1000","179"
"6598","ABC-KY","457000","20237600","44.80","45.25","43.90","44.10","-0.6500","327"
"6605","帝寶","138000","8417500","60.60","61.40","60.60","61.10","0.5000","95"
"6625","必應","44000","1469350","33.80","33.80","33.00","33.25","-0.2500","42"
"6641","基士德-KY","6000","361100","60.00","60.50","60.00","60.50","0.2000","6"
"6655","科定","35000","2764600","78.80","80.00","78.80","78.90","0.1000","17"
"6666","羅麗芬-KY","4000","275400","68.80","69.00","68.80","69.00","0.5000","3"
"6668","中揚光","424000","24724600","59.60","59.60","57.80","57.80","-1.1000","294"
"6669","緯穎","494000","550680000","1120.00","1125.00","1095.00","1115.00","5.0000","457"
"6670","復盛應用","76000","14702500","195.00","195.00","192.00","193.50","-0.5000","64"
"6671","三能-KY","2000","96600","48.20","48.40","48.20","48.40","0.2000","2"
"6672","騰輝電子-KY","2175000","295628500","135.50","137.50","134.50","134.50","-1.0000","1557"
"6674","鋐寶科技","8000","249300","31.00","31.30","30.80","30.80","-0.1500","7"
"6698","旭暉應材","2350000","122902900","53.40","54.50","50.80","51.00","-2.4000","1613"
"6706","惠特","1228000","267462500","218.00","221.00","215.50","215.50","-0.5000","1007"
"6715","嘉基","20000","2415000","121.50","121.50","120.00","120.50","-1.0000","15"
"6743","安普新","164000","11781900","72.10","72.20","71.40","72.00","-0.1000","117"
"6754","匯僑設計","66000","2701950","41.50","41.50","40.05","40.75","0.0000","52"
"6756","威鋒電子","1026000","536716000","526.00","530.00","518.00","520.00","4.0000","931"
"6768","志強-KY","28000","1865700","66.50","66.70","66.50","66.70","-0.2000","25"
"6770","力積電","9328000","659097000","71.40","71.50","70.20","70.30","-0.5000","5261"
"6776","展碁國際","40000","1678350","42.00","42.05","41.90","41.95","0.2500","30"
"6781","AES-KY","820000","1403850000","1630.00","1760.00","1620.00","1760.00","160.0000","729"
"6790","永豐實","181000","8819000","48.75","48.80","48.65","48.75","0.0000","117"
"6792","詠業","855000","181774000","217.00","217.00","210.00","210.00","-6.5000","719"
"6806","森崴能源","879000","95881000","111.00","112.00","108.00","108.00","-3.0000","645"
"8011","台通","963000","18657850","19.20","19.55","19.15","19.40","0.2500","499"
"8016","矽創","1992000","641975000","325.50","326.00","319.50","320.50","-1.0000","1577"
"8021","尖點","1149000","47431200","40.85","41.50","40.85","41.30","0.6500","723"
"8028","昇陽半導體","368000","18161200","49.70","49.70","49.10","49.20","0.1000","269"
"8033","雷虎","1614000","27754900","17.10","17.45","16.80","17.30","0.2500","719"
"8039","台虹","289000","13445500","46.35","46.70","46.35","46.60","0.2500","202"
"8046","南電","4887000","2829854000","576.00","588.00","572.00","573.00","2.0000","3662"
"8070","長華*","4981000","170984900","33.90","34.70","33.60","34.45","0.7500","2262"
"8072","陞泰","57000","1415950","24.75","24.95","24.70","24.95","0.3500","43"
"8081","致新","1096000","286890500","268.00","268.00","259.00","260.00","-3.5000","921"
"8101","華冠","246000","732350","3.00","3.00","2.90","2.91","-0.0900","66"
"8103","瀚荃","934000","45326750","48.20","48.80","48.20","48.70","0.7500","676"
"8104","錸寶","17042000","1249598200","70.00","76.10","69.40","76.10","6.1000","10163"
"8105","凌巨","1735000","23172850","13.30","13.50","13.25","13.25","0.1000","606"
"8110","華東","3618000","67447400","18.70","18.80","18.50","18.55","0.0500","1308"
"8112","至上","6506000","307765050","47.90","47.95","47.00","47.15","-0.7500","3383"
"8114","振樺電","533000","64670500","122.00","123.00","119.50","120.50","1.0000","443"
"8131","福懋科","122000","4724600","38.70","38.75","38.70","38.75","0.1000","56"
"8150","南茂","6967000","333890900","48.20","48.25","47.65","48.10","0.0000","3566"
"8163","達方","1413000","68646400","48.85","48.95","48.45","48.60","0.1000","878"
"8201","無敵","9561000","173352100","17.60","18.60","17.40","18.20","0.6500","2926"
"8210","勤誠","265000","19823400","73.90","75.30","73.90","75.30","1.8000","227"
"8213","志超","902000","43318750","48.15","48.20","47.85","48.05","0.2000","494"
"8215","明基材","9024000","352354550","39.10","39.70","38.50","38.55","0.2500","4669"
"8222","寶一","649000","9922300","15.20","15.50","14.90","15.20","0.2500","431"
"8249","菱光","68000","1686550","25.10","25.10","24.70","24.80","0.3000","54"
"8261","富鼎","2421000","269453000","112.00","112.50","110.50","110.50","-0.5000","1551"
"8271","宇瞻","1796000","86151250","48.30","48.30","47.55","47.80","0.0000","1069"
"8341","日友","26000","5213000","200.50","200.50","200.50","200.50","0.0000","23"
"8367","建新國際","130000","7016900","54.70","54.70","53.60","53.80","-0.3000","111"
"8374","羅昇","18000","539450","29.95","30.30","29.90","29.90","-0.1000","12"
"8404","百和興業-KY","201000","6919400","34.10","34.60","34.10","34.50","0.5000","129"
"8411","福貞-KY","74000","1195800","16.10","16.20","16.05","16.20","0.0500","49"
"8422","可寧衛","218000","50795000","235.00","235.00","232.00","232.50","-2.5000","199"
"8427","基勝-KY","36000","2617300","72.80","72.80","72.50","72.60","-0.2000","13"
"8429","金麗-KY","2025000","26674950","12.95","13.45","12.90","13.00","0.1500","649"
"8442","威宏-KY","7000","311300","44.70","44.70","44.30","44.30","0.4500","7"
"8443","阿瘦","93000","1110650","12.00","12.00","11.90","11.95","0.0000","79"
"8454","富邦媒","139000","228910000","1650.00","1655.00","1635.00","1650.00","5.0000","131"
"8462","柏文","47000","6372500","137.00","139.00","134.50","135.50","-1.5000","44"
"8463","潤泰材","55000","1691900","31.00","31.10","30.65","30.65","-0.5000","38"
"8464","億豐","276000","112979000","406.00","414.00","401.50","409.00","8.5000","228"
"8466","美吉吉-KY","19000","996700","53.60","53.60","52.20","52.70","-0.1000","19"
"8467","波力-KY","9000","348900","39.00","39.00","38.65","38.95","-0.0500","7"
"8473","山林水","78000","2577500","33.10","33.20","33.00","33.05","-0.0500","68"
"8478","東哥遊艇","2590000","417234000","161.00","167.00","156.00","166.50","6.0000","2014"
"8480","泰昇-KY","3000","312500","104.50","104.50","104.00","104.00","0.0000","3"
"8481","政伸","1000","72500","72.50","72.50","72.50","72.50","-0.2000","1"
"8482","商億-KY","8000","615100","77.60","77.60","76.50","76.50","-1.0000","8"
"8488","吉源-KY","6000","96800","16.00","16.35","16.00","16.35","0.3500","6"
"8499","鼎炫-KY","55000","6881000","126.50","126.50","122.50","124.50","-1.5000","49"
"8926","台汽電","264000","9924600","37.70","37.75","37.55","37.60","-0.1000","188"
"8940","新天地","12000","155300","13.00","13.00","12.90","13.00","0.0000","10"
"8996","高力","420000","25001200","59.90","60.30","58.80","60.00","0.8000","316"
"9103","美德醫療-DR","374000","5180900","13.65","14.05","13.65","14.05","0.4000","158"
"910322","康師傅-DR","15000","417700","27.80","27.90","27.80","27.90","0.0500","8"
"9105","泰金寶-DR","19254000","91420310","4.65","4.82","4.65","4.74","0.1600","3296"
"910861","神州-DR","383000","2794750","7.39","7.39","7.24","7.24","-0.0100","43"
"9110","越南控-DR","70000","201780","2.92","2.92","2.86","2.92","0.0000","32"
"911608","明輝-DR","91000","321210","3.57","3.61","3.49","3.56","-0.0100","36"
"911622","泰聚亨-DR","198000","1190250","6.05","6.10","5.98","6.00","0.0000","66"
"911868","同方友友-DR","164000","209810","1.27","1.30","1.27","1.28","0.0100","56"
"912000","晨訊科-DR","805000","2412170","2.99","3.01","2.97","3.00","0.0100","150"
"9136","巨騰-DR","987000","5678050","5.77","5.78","5.74","5.74","-0.0300","172"
"9188","精熙-DR","60000","177580","2.96","2.96","2.95","2.96","0.0100","13"
"9802","鈺齊-KY","196000","18290100","94.80","94.80","92.60","93.30","-0.9000","162"
"9902","台火","193000","2567950","13.35","13.35","13.25","13.30","-0.0500","43"
"9904","寶成","1963000","64166950","32.70","32.80","32.60","32.70","0.1000","1090"
"9905","大華","67000","1747850","26.10","26.10","26.05","26.10","0.0000","46"
"9906","欣巴巴","255000","16624700","66.20","67.20","63.70","64.10","-2.1000","144"
"9907","統一實","1117000","15552950","14.05","14.05","13.85","13.95","0.0000","382"
"9908","大台北","36000","1191700","33.10","33.15","33.00","33.10","0.0000","24"
"9910","豐泰","511000","114625500","221.00","226.00","220.50","225.00","2.5000","376"
"9911","櫻花","64000","4327800","67.90","67.90","67.50","67.70","0.0000","56"
"9912","偉聯","55000","533240","9.77","9.77","9.61","9.73","0.0600","28"
"9914","美利達","252000","81068000","321.00","322.50","318.00","322.50","2.5000","205"
"9917","中保科","53000","5477000","103.00","103.50","102.50","103.50","0.5000","42"
"9918","欣天然","20000","850300","42.65","42.70","42.15","42.70","0.0500","17"
"9919","康那香","839000","21685900","25.80","26.10","25.65","25.75","-0.0500","464"
"9921","巨大","705000","241524000","338.00","344.00","338.00","343.50","6.5000","471"
"9924","福興","45000","1848400","41.15","41.15","41.00","41.05","0.0500","34"
"9925","新保","62000","2430200","39.20","39.30","39.15","39.20","0.0000","49"
"9926","新海","8000","389500","48.60","48.90","48.60","48.85","0.3500","8"
"9927","泰銘","106000","4059450","38.25","38.40","38.20","38.25","0.1000","61"
"9928","中視","5000","31200","6.16","6.35","6.16","6.35","0.0000","3"
"9929","秋雨","2000","18900","9.45","9.45","9.45","9.45","0.1000","1"
"9930","中聯資源","80000","3607450","45.00","45.20","45.00","45.10","0.2000","60"
"9931","欣高","1000","39600","39.60","39.60","39.60","39.60","-0.4000","1"
"9933","中鼎","1239000","45863550","37.15","37.15","36.90","37.05","0.0500","784"
"9934","成霖","87000","1282100","14.80","14.80","14.70","14.75","0.0500","64"
"9935","慶豐富","124000","2455750","19.75","20.00","19.65","20.00","0.2000","82"
"9937","全國","55000","2689400","48.70","49.05","48.70","49.00","0.0000","30"
"9938","百和","522000","42407800","82.00","82.00","80.90","81.20","-0.3000","318"
"9939","宏全","218000","15129100","69.30","69.70","69.20","69.40","0.1000","176"
"9940","信義","1153000","41957900","36.10","36.75","36.00","36.60","0.8500","760"
"9941","裕融","159000","27247500","171.00","172.00","170.50","171.50","0.5000","130"
"9941A","裕融甲特","28000","1431100","51.10","51.30","51.10","51.30","0.0000","8"
"9942","茂順","170000","15637700","91.80","93.00","90.70","91.80","0.7000","125"
"9943","好樂迪","45000","2713900","60.20","60.50","60.20","60.20","-0.2000","37"
"9944","新麗","230000","5531000","24.00","24.15","24.00","24.10","0.0000","65"
"9945","潤泰新","2419000","150889300","62.00","62.70","62.00","62.50","0.5000","1335"
"9946","三發地產","61000","909700","14.95","15.00","14.85","14.85","0.0000","35"
"9955","佳龍","125000","2143450","17.15","17.20","17.05","17.15","0.0500","53"
"9958","世紀鋼","1094000","122229500","112.50","113.00","111.00","111.50","-0.5000","723"
